,title,isactual,length,public,cover,theme,goal,illustrated,bestseller,author,triggerw,genre,subgenre,rating,punctuation,saga,language,difficulty
506,La sombra del misterio,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),{ 1},Contemporary,Historical_Romance_Contemporany,6.204780461225724,0,,,
507,El reflejo de la soledad,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,2.1346669705696906,0,,,
508,El susurro de la tentacion,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,6.327898666296335,0,,,
509,El latido de la venganza,FALSE,short,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,7.878943160559274,0,,,
510,El beso de la libertad,FALSE,very_long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),{ 4 2 7 9},Contemporary,Historical_Romance_Contemporany,5.869171490757776,0,,,
511,El encanto de la pasion prohibida,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,2.569346823453805,0,,,
512,El fuego de la intriga,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,1.229064655345352,0,,,
513,El amanecer de los recuerdos,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,6.607357740778173,0,,,
514,El susurro de la ilusion,TRUE,very_long,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,3.1163192817768284,0,,,
515,El baile de los corazones rotos,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,9.81162213242947,0,,,
516,La promesa de la eternidad,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,7.82829400752636,0,,,
517,La melodia del deseo,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,9.665594343182269,0,,,
518,El eco de la esperanza perdida,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,7.899976770866504,0,,,
519,El beso de la melancolia,FALSE,long,adult,pocket,,,FALSE,TRUE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,2.5308593617118977,0,,,
520,La sombra del olvido,TRUE,very_long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,5.146206803962407,0,,,
521,El reflejo de la tentacion,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),{ 8 2 7 1 4 9},Contemporary,Historical_Romance_Contemporany,6.774900496247415,0,,,
522,El susurro de la guerra interior,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,2.0009194627983353,0,,,
523,El latido de la redencion,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,3.8987811828446928,0,,,
524,El encanto de la pasion perdida,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,6.7914373258421605,0,,,
525,El fuego de la traicion,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),{ 1},Contemporary,Historical_Romance_Contemporany,1.350373168839603,0,,,
526,El amanecer de la esperanza,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,1.0288762022808942,0,,,
527,El susurro de la venganza,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),{ 4 8 1 5 7 9},Contemporary,Historical_Romance_Contemporany,5.200266299256771,0,,,
528,El beso de la intriga,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,1.3314752660032967,0,,,
529,La promesa del pasado,TRUE,long,adult,hard,,,FALSE,TRUE,Author(Tammy Wood),{ 4},Contemporary,Historical_Romance_Contemporany,5.933637968024912,0,,,
530,La melodia de los suenos rotos,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,5.631160361352368,0,,,
531,El eco de la soledad,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,1.4129735102532326,0,,,
532,La sombra del desamor,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,5.871275341843562,0,,,
533,El abrazo del recuerdo,FALSE,very_long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,8.053230643973837,0,,,
534,El reflejo de la tristeza,FALSE,long,adult,hard,,,FALSE,TRUE,Author(Anna Madsen),{ 5 4 9 8 7},Contemporary,Historical_Romance_Contemporany,6.717297346021886,0,,,
535,El latido del destino,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,8.825498421558795,0,,,
536,El encanto de lo inalcanzable,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,7.05077139538839,0,,,
537,El fuego de la ilusion,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,8.935611548548597,0,,,
538,El amanecer de los secretos,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),{ 1 2 8 7 5},Contemporary,Historical_Romance_Contemporany,1.0288591510338039,0,,,
539,El susurro de la esperanza,TRUE,very_long,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,6.690537360941205,0,,,
540,La promesa de la libertad,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,9.55386691477578,0,,,
541,La melodia de la melancolia,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,6.211331016200544,0,,,
542,El eco de los suenos perdidos,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,2.845295770350471,0,,,
543,El abrazo del corazon herido,TRUE,very_long,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),{ 5 7 4 9 2 8},Contemporary,Historical_Romance_Contemporany,2.161348108954595,0,,,
544,El reflejo del amor,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),{ 5 1 4 8 9},Contemporary,Historical_Romance_Contemporany,3.2299024842015918,0,,,
545,El susurro de la tentacion prohibida,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,9.968958371121209,0,,,
546,El encanto del olvido,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),{ 5 2 8},Contemporary,Historical_Romance_Contemporany,4.370703388277336,0,,,
547,El fuego de la pasion eterna,FALSE,short,adult,soft,,,FALSE,TRUE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,3.8577419344763255,0,,,
548,El amanecer de la traicion,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,3.9952174811275416,0,,,
549,El susurro de la promesa rota,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,7.0348035894703855,0,,,
550,El beso de la esperanza perdida,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,5.190477937359381,0,,,
551,La melodia del destino,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),{ 8 2 7 4 9 1},Contemporary,Historical_Romance_Contemporany,1.1146229705757777,0,,,
552,El eco de la intriga,FALSE,short,adult,pocket,,,FALSE,TRUE,Author(Anna Madsen),{ 1},Contemporary,Historical_Romance_Contemporany,7.650637473429321,0,,,
553,El perfume del pasado,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,7.2208608676526564,0,,,
554,La sombra del deseo prohibido,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,2.2638769054181056,0,,,
555,El abrazo de la soledad,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),{ 8},Contemporary,Historical_Romance_Contemporany,2.8033223765492807,0,,,
556,El reflejo del desamor,FALSE,very_long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,2.428751132573767,0,,,
557,El susurro del recuerdo,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,9.319720579901874,0,,,
558,El latido de la tristeza,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),{ 5},Contemporary,Historical_Romance_Contemporany,7.036762598718145,0,,,
559,El encanto de la redencion,TRUE,short,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),{ 9 7},Contemporary,Historical_Romance_Contemporany,1.0127650853276906,0,,,
560,El fuego de la pasion desenfrenada,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),{ 9},Contemporary,Historical_Romance_Contemporany,3.709893532716489,0,,,
561,El amanecer de la ilusion,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,3.8042894220792967,0,,,
562,El beso de la tentacion,FALSE,very_long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),{ 4},Contemporary,Historical_Romance_Contemporany,7.352394169744981,0,,,
563,La promesa de la venganza,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,7.09541459570314,0,,,
564,El eco de la pasion prohibida,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,7.12783093292397,0,,,
565,El perfume de la intriga,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),{ 8 9},Contemporary,Historical_Romance_Contemporany,3.907480481552276,0,,,
566,El abrazo del destino perdido,TRUE,very_long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),{ 4 5 7 1},Contemporary,Historical_Romance_Contemporany,5.024638840852072,0,,,
567,El reflejo de la soledad eterna,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,1.8284002716892696,0,,,
568,El susurro del amor perdido,TRUE,short,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,9.624388478587253,0,,,
569,El latido de la traicion,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),{ 4 1},Contemporary,Historical_Romance_Contemporany,1.5976175699739779,0,,,
570,El encanto de la esperanza rota,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,1.526326896604908,0,,,
571,El fuego de la melancolia,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,3.0855611029445837,0,,,
572,El amanecer de la pasion prohibida,FALSE,short,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,5.954937388262453,0,,,
573,El susurro del deseo oculto,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,2.421940908776629,0,,,
574,El beso de la redencion,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,2.57092488599902,0,,,
575,La promesa del corazon herido,TRUE,very_long,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,7.111987920903803,0,,,
576,La melodia del amor eterno,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),{ 1},Contemporary,Historical_Romance_Contemporany,3.9105550204290065,0,,,
577,El eco de la traicion,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,1.4417129993870237,0,,,
578,El perfume de la esperanza perdida,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,7.534423459562134,0,,,
579,La sombra de los secretos ocultos,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,9.184168101978015,0,,,
580,El abrazo de la tentacion prohibida,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),{ 8 4},Contemporary,Historical_Romance_Contemporany,1.0969230891224524,0,,,
581,El reflejo de la venganza,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,2.643222818456594,0,,,
582,El susurro de la pasion desenfrenada,TRUE,short,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,9.719409423993003,0,,,
583,El latido de la ilusion,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),{ 9},Contemporary,Historical_Romance_Contemporany,5.401704132500431,0,,,
584,El encanto del pasado olvidado,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),{ 7},Contemporary,Historical_Romance_Contemporany,8.258069305173578,0,,,
585,El fuego del destino perdido,FALSE,very_long,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),{ 5 1},Contemporary,Historical_Romance_Contemporany,9.347167476170952,0,,,
586,El amanecer de la soledad eterna,TRUE,short,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,8.147165699680745,0,,,
587,El susurro del amor prohibido,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,2.2421527453273855,0,,,
588,El beso del deseo oculto,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),{ 7 4 9 5 8},Contemporary,Historical_Romance_Contemporany,6.170259658508902,0,,,
589,La promesa de la redencion,TRUE,very_long,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,9.689616822838207,0,,,
590,La melodia del destino perdido,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,8.82089844135476,0,,,
591,El eco de la soledad eterna,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,1.2557418456992853,0,,,
592,El perfume del amor perdido,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,5.058772136153422,0,,,
593,La sombra de la traicion,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,2.5538725179884225,0,,,
594,El abrazo de la esperanza rota,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,5.5420813412277115,0,,,
595,El susurro de la pasion prohibida,TRUE,short,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),{ 2},Contemporary,Historical_Romance_Contemporany,9.13220989716741,0,,,
596,El latido del deseo oculto,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),{ 1 5 7 4 8},Contemporary,Historical_Romance_Contemporany,3.555927254950652,0,,,
597,El fuego del corazon herido,FALSE,short,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),{ 5 8 2 1 7 9},Contemporary,Historical_Romance_Contemporany,1.443432837549218,0,,,
598,El amanecer del amor eterno,TRUE,very_long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,1.9659154062277064,0,,,
599,La promesa del pasado olvidado,TRUE,short,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,5.475454916052369,0,,,
600,El perfume del amor prohibido,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),{ 1 8 2 4 5},Contemporary,Historical_Romance_Contemporany,8.256753393991389,0,,,
601,La sombra del deseo oculto,FALSE,very_long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),{ 5 7 9},Contemporary,Historical_Romance_Contemporany,9.746941641601346,0,,,
602,El abrazo de la redencion,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,1.2426704423314177,0,,,
603,El reflejo del corazon herido,TRUE,short,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Historical_Romance_Contemporany,4.477242707755211,0,,,
604,El encanto del destino perdido,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Historical_Romance_Contemporany,8.708651715134453,0,,,
605,El fuego de la soledad eterna,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),{ 1},Contemporary,Historical_Romance_Contemporany,5.007678305486873,0,,,
606,El amanecer del amor prohibido,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),{ 2 5 1 4},Contemporary,Historical_Romance_Contemporany,7.738867279057402,0,,,
607,Miradas de Cristal,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,8.339034736515496,0,,,
608,El eco de los silencios,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,6.024095160957986,0,,,
609,Entre sombras y verdades,TRUE,short,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,1.0504951554542217,0,,,
610,El latido del tiempo,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),{ 4 1 5},Contemporary,Realistic_Fiction,8.95154159452715,0,,,
611,Reflejos de una vida,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,2.9531581260936557,0,,,
612,El susurro de los recuerdos,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,6.637860488105411,0,,,
613,El rompecabezas del destino,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,3.5112636175051035,0,,,
614,La danza de los suenos,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,2.6738748984036453,0,,,
615,El refugio de los corazones rotos,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),{ 5},Contemporary,Realistic_Fiction,2.589240558318364,0,,,
616,A traves de tus ojos,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,5.9311741184794435,0,,,
617,El laberinto de los secretos,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,9.795025797949755,0,,,
618,Las palabras que nunca dijimos,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,3.7425781173526436,0,,,
619,El peso de las decisiones,TRUE,short,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),{ 9 7},Contemporary,Realistic_Fiction,2.8108311141555653,0,,,
620,Caminos entrelazados,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,6.8339390683694425,0,,,
621,El suspiro del viento,TRUE,medium,adult,pocket,,,FALSE,TRUE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,2.0612445485940656,0,,,
622,Los hilos invisibles,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,1.4297712014996247,0,,,
623,La melodia de los suenos,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,4.493426051205936,0,,,
624,El arte de ser imperfecto,TRUE,short,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,6.393387229123791,0,,,
625,La fragilidad del alma,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,6.603150536397381,0,,,
626,El abismo de la memoria,FALSE,short,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),{ 1 7},Contemporary,Realistic_Fiction,6.866995102856782,0,,,
627,El faro en la tormenta,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,8.600994028757547,0,,,
628,La huella de los suenos,TRUE,very_long,adult,hard,,,FALSE,TRUE,Author(Tammy Wood),{ 1 4 9 8 2 7},Contemporary,Realistic_Fiction,9.519027766074467,0,,,
629,El rastro de las lagrimas,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),{ 4 7},Contemporary,Realistic_Fiction,5.230827939581914,0,,,
630,Los secretos del pasado,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,6.418177226715076,0,,,
631,El puente entre dos mundos,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,9.513432450265164,0,,,
632,La tristeza de las palabras,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),{ 2 7 1 9 8 5},Contemporary,Realistic_Fiction,7.556568768052445,0,,,
633,El suspiro de la vida,FALSE,short,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,6.171214469934545,0,,,
634,El susurro del pasado,FALSE,very_long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),{ 5 9 1 7 4 2},Contemporary,Realistic_Fiction,8.417223518371465,0,,,
635,La melodia de la tristeza,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),{ 2},Contemporary,Realistic_Fiction,5.15345787051378,0,,,
636,Las huellas del corazon,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,7.891058898007154,0,,,
637,El reflejo de la ausencia,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,2.2572573611478863,0,,,
638,El susurro de la noche,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,8.622989217042907,0,,,
639,El peso de los recuerdos,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,2.4095296203393555,0,,,
640,El eco de la melancolia,TRUE,short,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,7.109017480372457,0,,,
641,La esencia de la vida,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,3.269943987585216,0,,,
642,El refugio de los suenos,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),{ 2 9 8},Contemporary,Realistic_Fiction,5.399195687281554,0,,,
643,El laberinto de los suenos,TRUE,long,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),{ 2},Contemporary,Realistic_Fiction,6.013502489031953,0,,,
644,Las piezas del rompecabezas,TRUE,long,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,9.722579052575107,0,,,
645,El eco de la pasion,FALSE,medium,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,3.5115701688482206,0,,,
646,Las sombras del corazon,FALSE,very_long,adult,pocket,,,FALSE,TRUE,Author(Anna Madsen),{ 1 5 9},Contemporary,Realistic_Fiction,2.6912831973301703,0,,,
647,La melodia de la oscuridad,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,3.747090997892327,0,,,
648,El abismo de los secretos,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,6.851491270147433,0,,,
649,La eternidad en un suspiro,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,7.419039441655482,0,,,
650,La fragilidad de la felicidad,TRUE,short,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,4.10290034371768,0,,,
651,El eco de la nostalgia,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,2.69836130283999,0,,,
652,El refugio de la soledad,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,2.442214276143208,0,,,
653,La melodia de la vida,TRUE,very_long,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,6.226443495647921,0,,,
654,El eco del silencio,FALSE,long,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,5.784476886682108,0,,,
655,El susurro del perdon,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),{ 1},Contemporary,Realistic_Fiction,2.151585868388655,0,,,
656,El eco de la libertad,FALSE,long,adult,hard,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,6.1156192585594225,0,,,
657,El rastro de la felicidad,FALSE,very_long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,7.656770431278955,0,,,
658,El baile de los recuerdos,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),{ 9 5 8 1 7 2},Contemporary,Realistic_Fiction,1.83026536978391,0,,,
659,El susurro del alma,TRUE,long,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),{ 2 4 7},Contemporary,Realistic_Fiction,6.1985634597497326,0,,,
660,El eco de la tristeza,FALSE,very_long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),{ 1 4 8 5},Contemporary,Realistic_Fiction,6.957572063114426,0,,,
661,La sombra del destino,TRUE,medium,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,4.5335011251396935,0,,,
662,El eco de la ausencia,FALSE,medium,adult,soft,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,4.845896721578878,0,,,
663,Los hilos del pasado,TRUE,medium,adult,pocket,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,8.065029115040339,0,,,
664,El peso del olvido,FALSE,short,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,8.38435818388014,0,,,
665,El refugio de la esperanza,FALSE,medium,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,3.257116551732684,0,,,
666,El eco de la vida,FALSE,long,adult,pocket,,,FALSE,FALSE,Author(Anna Madsen),,Contemporary,Realistic_Fiction,1.1761224371075274,0,,,
667,La tristeza de los recuerdos,TRUE,medium,adult,soft,,,FALSE,FALSE,Author(Tammy Wood),,Contemporary,Realistic_Fiction,6.936919929960599,0,,,
668,Fragmentos del Caos,TRUE,short,adult,hard,,,FALSE,FALSE,Author(Tammy Wood),{ 7 1 5},Contemporary,Real_Dystopia,4.882257951420029,0,,,
